,callsign,runway,arrAirport,initialGateTimeOfDeparture,aircraftType,arrGate,node,optimalExit,optimalValue,meanValue,stdevValue
505,AAL632,8,KPHX,02/19/2017 00:10:00,A319,A9,5,B8,1091.99,,
506,SWA5435,8,KPHX,02/18/2017 23:35:00,B738,C7,11,B8,755.94,,
507,AAL2519,8,KPHX,02/18/2017 23:40:00,B738,A25,4,B8,380.4,,
508,WJA1914,8,KPHX,02/18/2017 23:45:00,B738,B23,7,B11,689.09,,
509,SWA1333,8,KPHX,02/19/2017 01:20:00,B733,D5,10,B8,933.17,,
510,AAL1322,7L,KPHX,02/18/2017 21:30:00,B738,A30,3,E13,943.49,,
511,AAL627,7R,KPHX,02/18/2017 23:15:00,A319,B12,5,G5,1104.8,,
512,AAL547,8,KPHX,02/18/2017 23:20:00,A321,A27,4,B8,390.23,,
513,ASH5928,7R,KPHX,02/19/2017 01:50:00,CRJ9,B18,6,G6,377.93,,
514,ASH5964,8,KPHX,02/19/2017 01:50:00,CRJ9,A1,5,B10,200.74,,
515,AAL452,8,KPHX,02/18/2017 21:20:00,A321,A24,3,B8,384.3,,
516,AAL516,7R,KPHX,02/18/2017 22:25:00,A321,A11,5,G5,1013.7,,
517,SWA2625,8,KPHX,02/18/2017 21:50:00,B738,D7,10,B8,769.16,,
518,AAL1932,8,KPHX,02/18/2017 22:45:00,A321,A26,3,B8,346.45,,
519,SKW3062,7R,KPHX,02/19/2017 02:15:00,CRJ7,B3,6,G5,409.18,,
520,AAL453,8,KPHX,02/19/2017 00:01:00,A319,B11,6,B10,718.1,,
521,SKW254V,8,KPHX,02/18/2017 20:20:00,CRJ7,B15C,7,B11,301.73,,
522,AAL422,8,KPHX,02/18/2017 23:10:00,A320,B2,5,B8,552.91,,
523,AAL504,8,KPHX,02/19/2017 01:34:00,A319,A6,4,B8,528.5,,
524,SWA2466,8,KPHX,02/19/2017 02:25:00,B737,D6,11,B8,886.98,,
525,SWA4152,8,KPHX,02/18/2017 22:15:00,B737,C8,12,B8,948.7,,
526,AAL1488,8,KPHX,02/18/2017 22:05:00,B738,B14,5,B8,439.57,,
527,SWA4229,7R,KPHX,02/19/2017 02:30:00,B737,D8,11,G8,702.92,,
528,SKW4638,8,KPHX,02/18/2017 23:05:00,E75L,17,2,B8,103.78,,
529,SWA5071,8,KPHX,02/19/2017 02:05:00,B737,C9,11,B8,847.32,,
530,SWA2646,8,KPHX,02/19/2017 01:00:00,B737,C3,11,B8,885.84,,
531,SWA5090,8,KPHX,02/19/2017 03:35:00,B737,C1,11,B8,937.01,,
532,ASH5765,8,KPHX,02/19/2017 03:30:00,CRJ9,B9,6,B11,252.74,,
533,AAL809,8,KPHX,02/19/2017 03:25:00,A321,A7,5,B8,432.35,,
534,AAL1280,8,KPHX,02/19/2017 03:30:00,B738,A3,5,B8,627.27,,
535,AAL480,8,KPHX,02/19/2017 00:55:00,A321,A23,4,B8,438.2,,
536,AAL1319,8,KPHX,02/19/2017 02:15:00,B738,A5,5,B8,570.15,,
537,ASH5860,8,KPHX,02/19/2017 03:15:00,CRJ9,B5,6,B11,250.47,,
538,AAL1246,8,KPHX,02/19/2017 03:20:00,B738,A25,4,B8,439.48,,
539,ASH5968,8,KPHX,02/19/2017 03:30:00,CRJ9,B22,6,B11,248.09,,
540,ASH5911,8,KPHX,02/19/2017 03:25:00,CRJ9,B3,6,B11,231.22,,
541,JBU603,8,KPHX,02/18/2017 22:45:00,A320,26,1,B6,691.39,,
542,AAL513,8,KPHX,02/19/2017 02:25:00,A321,A24,3,B8,361.3,,
543,DAL1594,8,KPHX,02/19/2017 01:30:00,B739,23,2,B8,269.0,,
544,AAL699,8,KPHX,02/19/2017 03:28:00,A320,A8,4,B8,453.76,,
545,ASA622,8,KPHX,02/19/2017 02:35:00,B739,10,9,B8,953.95,,
546,AAL522,8,KPHX,02/19/2017 03:30:00,A319,A9,5,B8,652.69,,
547,SWA1334,7R,KPHX,02/19/2017 04:20:00,B737,C6,12,G8,791.27,,
548,SWA2026,8,KPHX,02/19/2017 04:35:00,B738,D8,11,B8,854.9,,
549,DAL881,8,KPHX,02/19/2017 02:35:00,B752,17,2,B7,303.78,,
550,AAL635,8,KPHX,02/19/2017 01:25:00,A332,B25,7,B8,1031.51,,
551,AAL1908,8,KPHX,02/19/2017 02:20:00,A321,A27,4,B8,326.35,,
552,DAL1258,8,KPHX,02/19/2017 05:00:00,B712,18,1,B8,311.86,,
553,AAL1471,8,KPHX,02/19/2017 01:00:00,B738,A30,3,B8,344.52,,
554,ASA640,8,KPHX,02/19/2017 03:45:00,B734,11,9,B8,1007.26,,
555,NKS167,8,KPHX,02/19/2017 03:04:00,A319,2,8,B8,1004.89,,
556,SKW5430,7R,KPHX,02/19/2017 03:50:00,CRJ7,7,9,G6,201.16,,
557,ASA654,8,KPHX,02/19/2017 04:20:00,B739,11,9,B9,852.62,,
558,FFT757,8,KPHX,02/19/2017 05:00:00,A319,26,1,B7,269.56,,
559,NKS971,7L,KPHX,02/19/2017 05:28:00,A319,1,9,E8,350.03,,
560,SWA1148,8,KPHX,02/18/2017 19:10:00,B737,C16,13,B8,1557.45,,
561,UAL1458,7R,KPHX,02/19/2017 03:45:00,B739,5,9,G5,440.77,,
562,JBU135,8,KPHX,02/19/2017 00:24:00,A320,26,1,B8,311.19,,
563,UAL1229,8,KPHX,02/19/2017 01:29:00,B738,6B,8,B8,958.6,,
564,SKW227M,7L,KPHX,02/19/2017 18:00:00,CRJ7,16,1,,,,
565,AAL631,8,KPHX,02/19/2017 08:10:00,B752,A26,3,B8,966.64,,
566,AAL1709,7L,KPHX,02/19/2017 10:15:00,A319,A2,4,E10,607.25,,
567,AAL2672,8,KPHX,02/19/2017 12:00:00,B738,B11,6,B10,526.1,,
568,AAL1110,8,KPHX,02/19/2017 11:00:00,B738,A25,4,B8,466.22,,
569,ASH5797,7R,KPHX,02/19/2017 12:15:00,CRJ9,B18,6,G5,388.97,,
570,ASH5907,8,KPHX,02/19/2017 13:25:00,CRJ9,B20,6,B11,262.72,,
571,ASH5967,8,KPHX,02/19/2017 14:00:00,CRJ9,B16,6,B11,231.83,,
572,AAL693,8,KPHX,02/19/2017 09:20:00,B752,B28,6,B10,319.1,,
573,AAL595,8,KPHX,02/19/2017 14:00:00,A321,A23,4,B8,356.12,,
574,SKW3022,7R,KPHX,02/19/2017 14:20:00,CRJ7,B22,6,G5,415.72,,
575,SKW3045,8,KPHX,02/19/2017 14:05:00,CRJ7,B15A,7,B11,312.26,,
576,AAL1073,8,KPHX,02/19/2017 13:10:00,B738,B7,6,B10,557.04,,
577,SKW3080,26,KPHX,02/19/2017 14:45:00,CRJ7,B5,6,B8,219.13,,
578,AAL1479,8,KPHX,02/19/2017 14:00:00,B738,B13,6,B10,703.42,,
579,SKW3068,7R,KPHX,02/19/2017 14:15:00,CRJ7,B21,7,G5,511.37,,
580,AAL1025,8,KPHX,02/19/2017 13:00:00,B738,B14,5,B8,557.58,,
581,AAL665,8,KPHX,02/19/2017 13:40:00,A319,A2,4,B8,361.64,,
582,AAL1650,8,KPHX,02/19/2017 14:35:00,A320,A10,4,B8,405.69,,
583,AAL592,8,KPHX,02/19/2017 14:00:00,A319,A17,4,B8,443.89,,
584,AAL770,7R,KPHX,02/19/2017 14:00:00,A319,B6,5,G4,1440.66,,
585,ASH5794,7R,KPHX,02/19/2017 15:01:00,CRJ9,B18,6,G5,411.69,,
586,AAL567,8,KPHX,02/19/2017 14:01:00,A321,A21,4,B8,328.35,,
587,AAL106,8,KPHX,02/19/2017 14:00:00,B738,B11,6,B10,711.94,,
588,SKW3132,8,KPHX,02/19/2017 14:45:00,CRJ2,B15C,7,B11,300.56,,
589,AAL761,8,KPHX,02/19/2017 13:20:00,A321,A19,4,B8,562.83,,
590,AAL2094,8,KPHX,02/19/2017 14:10:00,A320,A8,4,B8,912.5,,
591,ASH5991,8,KPHX,02/19/2017 14:40:00,CRJ9,B9,6,B11,246.18,,
592,ASH5947,7R,KPHX,02/19/2017 14:40:00,CRJ9,B16,6,G5,372.92,,
593,SKW3075,8,KPHX,02/19/2017 15:21:00,CRJ7,B1,6,B11,200.12,,
594,SKW3069,8,KPHX,02/19/2017 15:40:00,CRJ7,B3,6,B11,253.51,,
595,AAL1572,8,KPHX,02/19/2017 13:17:00,B738,B14,5,B8,1231.22,,
596,AAL414,8,KPHX,02/19/2017 13:30:00,A320,B4,5,B8,603.69,,
597,AAL625,8,KPHX,02/19/2017 12:15:00,A319,A2,4,B10,251.75,,
598,AAL447,7R,KPHX,02/19/2017 12:00:00,A321,A23,4,G5,930.18,,
599,ASH5844,8,KPHX,02/19/2017 14:25:00,CRJ9,B16,6,B11,267.58,,
600,AAL319,8,KPHX,02/19/2017 11:00:00,B738,A25,4,B8,1079.15,,
601,AAL531,8,KPHX,02/19/2017 12:00:00,A319,A12,4,B8,895.94,,
602,AAL493,8,KPHX,02/19/2017 13:55:00,A319,A4,4,B8,549.83,,
603,AAL534,7R,KPHX,02/19/2017 14:00:00,A320,B2,5,G5,978.7,,
604,AAL1456,8,KPHX,02/19/2017 13:15:00,B738,A11,5,B8,539.49,,
605,AAL2378,8,KPHX,02/19/2017 11:40:00,B738,A24,3,B8,428.63,,
606,AAL588,8,KPHX,02/19/2017 14:00:00,A320,B6,5,B8,630.86,,
607,AAL1821,8,KPHX,02/19/2017 13:25:00,A319,A10,4,B8,1073.46,,
608,ASH5948,7R,KPHX,02/19/2017 15:41:00,CRJ9,B1A,6,G5,409.69,,
609,CPZ5783,7R,KPHX,02/19/2017 15:50:00,E75S,18,1,G5,380.91,,
610,AAL647,8,KPHX,02/19/2017 12:25:00,A320,B12,5,B8,624.13,,
611,AAL506,8,KPHX,02/19/2017 11:45:00,A321,B13,6,B10,756.52,,
612,ASH5909,7R,KPHX,02/19/2017 14:35:00,CRJ2,B22,6,G5,436.58,,
613,AAL1431,8,KPHX,02/19/2017 11:25:00,B738,B11,6,B10,630.78,,
614,AAL582,7R,KPHX,02/19/2017 12:25:00,A320,A8,4,G5,840.04,,
615,AAL1646,8,KPHX,02/19/2017 12:30:00,A321,A19,4,B8,470.1,,
616,AAL568,8,KPHX,02/19/2017 12:00:00,A321,A30,3,B8,865.29,,
617,AAL433,8,KPHX,02/19/2017 12:00:00,A321,A27,4,B8,471.49,,
618,ASH5816,7R,KPHX,02/19/2017 15:45:00,CRJ9,B19,7,G5,496.08,,
619,AAL586,8,KPHX,02/19/2017 13:10:00,A319,A17,4,B8,557.49,,
620,AAL1468,7R,KPHX,02/19/2017 15:50:00,B738,A5,5,G5,972.61,,
621,AAL448,8,KPHX,02/19/2017 14:50:00,A321,A7,5,B8,555.76,,
622,DAL1546,8,KPHX,02/19/2017 13:15:00,B739,23,2,B7,341.7,,
623,DAL1921,8,KPHX,02/19/2017 13:25:00,A320,16,1,B6,321.84,,
624,SKW5411,8,KPHX,02/19/2017 16:31:00,E75L,8,8,B9,454.95,,
625,SKW5987,8,KPHX,02/19/2017 16:15:00,E75L,7,9,B9,437.21,,
626,DAL2547,8,KPHX,02/19/2017 16:45:00,A320,15,2,B6,755.97,,
627,SWA2987,7R,KPHX,02/19/2017 17:05:00,B737,C2,12,G8,1238.28,,
628,DAL1874,8,KPHX,02/19/2017 15:05:00,B739,18,1,B8,240.97,,
629,SWA5696,8,KPHX,02/19/2017 15:05:00,B738,C18,13,B8,1037.25,,
630,SWA3466,8,KPHX,02/19/2017 17:30:00,B737,D3,10,B8,797.0,,
631,AAL566,8,KPHX,02/19/2017 16:35:00,A321,A18,3,B8,426.6,,
632,AAL1783,8,KPHX,02/19/2017 17:05:00,A321,A22,3,B8,446.19,,
633,AAL1820,8,KPHX,02/19/2017 17:55:00,A321,A26,3,B8,435.5,,
634,AAL2527,8,KPHX,02/19/2017 17:25:00,B738,A25,4,B8,1002.24,,
635,NKS345,8,KPHX,02/19/2017 15:56:00,A320,2,8,B8,1661.1,,
636,AAL483,8,KPHX,02/19/2017 16:35:00,A319,A6,4,B8,449.63,,
637,SWA3103,8,KPHX,02/19/2017 18:20:00,B737,C16,13,B8,1025.36,,
638,AAL2399,7R,KPHX,02/19/2017 18:05:00,B738,A3,5,G4,1452.5,,
639,AAL600,8,KPHX,02/19/2017 14:40:00,A321,A23,4,B8,360.93,,
640,ASH5776,8,KPHX,02/19/2017 17:55:00,CRJ9,B22,6,B11,368.0,,
641,ASH5879,8,KPHX,02/19/2017 17:55:00,CRJ9,B9,6,B11,387.16,,
642,AAL1359,8,KPHX,02/19/2017 18:15:00,B738,B6,5,B8,508.08,,
643,ASH5972,8,KPHX,02/19/2017 17:49:00,CRJ9,B16,6,B11,352.15,,
644,ASA644,8,KPHX,02/19/2017 17:00:00,B739,11,9,B8,1721.29,,
645,WJA1198,8,KPHX,02/19/2017 14:50:00,B737,B23,7,B11,753.55,,
646,AAL542,7R,KPHX,02/19/2017 16:55:00,A321,A7,5,G4,1463.15,,
647,AAL1951,8,KPHX,02/19/2017 15:55:00,A321,A11,5,B8,614.87,,
648,SWA4551,8,KPHX,02/19/2017 17:15:00,B737,C13,12,B8,946.77,,
649,SWA2192,7R,KPHX,02/19/2017 17:40:00,B733,D6,11,G8,716.13,,
650,SWA4423,8,KPHX,02/19/2017 17:30:00,B737,C18,13,B8,1070.54,,
651,DAL1123,8,KPHX,02/19/2017 18:45:00,A320,15,2,B6,814.38,,
652,DAL1772,8,KPHX,02/19/2017 16:06:00,A333,23,2,B8,290.95,,
653,SWA2683,7R,KPHX,02/19/2017 16:10:00,B737,D7,10,G5,774.83,,
654,SWA3744,7L,KPHX,02/19/2017 17:35:00,B737,D3,10,E11,603.48,,
655,SWA2816,7R,KPHX,02/19/2017 17:25:00,B737,C6,12,G8,1233.8,,
656,CPZ5735,8,KPHX,02/19/2017 17:30:00,E75S,16,1,B7,115.35,,
657,ASH5976,8,KPHX,02/19/2017 18:48:00,CRJ9,A1,5,B10,185.12,,
658,AAL472,7R,KPHX,02/19/2017 17:00:00,A321,A24,3,G7,699.79,,
659,SWA3515,8,KPHX,02/19/2017 17:10:00,B737,C4,12,B8,938.37,,
660,SWA3911,7R,KPHX,02/19/2017 19:15:00,B733,C2,12,G8,1263.51,,
661,SKW3109,8,KPHX,02/19/2017 19:10:00,CRJ7,B17,7,B11,412.81,,
662,AAL1618,8,KPHX,02/19/2017 14:30:00,B738,A5,5,B8,630.97,,
663,DAL1769,8,KPHX,02/19/2017 17:20:00,B753,19,2,B6,805.55,,
664,AAL450,8,KPHX,02/19/2017 15:45:00,A321,A30,3,B8,307.53,,
665,ASH5736,8,KPHX,02/19/2017 19:15:00,CRJ9,B9,6,B11,389.15,,
666,ASH5949,7R,KPHX,02/19/2017 19:50:00,CRJ9,B20,6,G5,505.68,,
667,ASH5748,7R,KPHX,02/19/2017 19:20:00,CRJ9,B16,6,G5,536.06,,
668,AAL2548,8,KPHX,02/19/2017 14:55:00,B738,B11,6,B10,550.91,,
669,AAL2407,8,KPHX,02/19/2017 15:30:00,B738,B14,5,B8,1055.17,,
670,SWA4941,8,KPHX,02/19/2017 19:25:00,B737,C16,13,B8,1567.31,,
671,AAL679,8,KPHX,02/19/2017 16:20:00,A321,A19,4,B8,889.89,,
672,SKW3040,25L,KPHX,02/19/2017 19:45:00,CRJ7,B1,6,G4,483.52,,
673,AAL495,8,KPHX,02/19/2017 16:40:00,A320,A12,4,B8,857.06,,
674,AAL549,8,KPHX,02/19/2017 18:15:00,A321,A23,4,B8,1036.48,,
675,SWA4046,8,KPHX,02/19/2017 17:45:00,B738,C9,11,B8,1483.24,,
676,SWA4352,26,KPHX,02/19/2017 16:50:00,B737,C1,11,B8,786.46,,
677,SWA3456,26,KPHX,02/19/2017 17:25:00,B737,D1,10,B10,906.5,,
678,SKW3031,26,KPHX,02/19/2017 20:00:00,CRJ7,B1A,6,B11,114.84,,
679,SKW3108,25L,KPHX,02/19/2017 18:59:00,CRJ7,B18,6,G6,376.14,,
680,SWA5348,25L,KPHX,02/19/2017 17:30:00,B737,C8,12,G3,1245.92,,
681,SWA3420,26,KPHX,02/19/2017 20:00:00,B733,C13,12,B10,1105.68,,
682,SWA3040,25L,KPHX,02/19/2017 20:25:00,B737,C2,12,G4,1042.03,,
683,NKS939,26,KPHX,02/19/2017 19:47:00,A320,2,8,B9,1265.79,,
684,SKW3032,26,KPHX,02/19/2017 19:05:00,CRJ7,B17,7,B8,277.61,,
685,ASH5939,25L,KPHX,02/19/2017 14:15:00,CRJ9,B16,6,G7,353.15,,
686,SWA2684,25L,KPHX,02/19/2017 20:30:00,B738,C18,13,G4,1109.49,,
687,AAL575,25L,KPHX,02/19/2017 19:05:00,A321,A22,3,G7,697.12,,
688,SWA2546,25L,KPHX,02/19/2017 20:35:00,B737,C11,12,G4,1018.91,,
689,ASA656,26,KPHX,02/19/2017 19:00:00,B739,10,9,B8,883.15,,
690,SWA3306,25L,KPHX,02/19/2017 20:45:00,B737,C7,11,G4,943.94,,
691,SKW2900,25L,KPHX,02/19/2017 20:35:00,CRJ7,A1,5,G4,476.43,,
692,CPZ5800,25L,KPHX,02/19/2017 19:25:00,E75S,18,1,G4,437.8,,
693,AAL642,25L,KPHX,02/19/2017 20:45:00,A320,A2,4,G4,1046.25,,
694,SWA2009,26,KPHX,02/19/2017 19:05:00,B733,D7,10,B8,676.35,,
695,AAL551,26,KPHX,02/19/2017 20:50:00,A321,A18,3,B7,536.72,,
696,ASH5929,25L,KPHX,02/19/2017 20:35:00,CRJ9,B18,6,G4,494.25,,
697,SWA4377,25L,KPHX,02/19/2017 20:30:00,B737,C17,12,G4,1050.0,,
698,ASH5923,26,KPHX,02/19/2017 20:35:00,CRJ2,B22,6,B8,228.64,,
699,CPZ5705,26,KPHX,02/19/2017 19:20:00,E75S,16,1,B8,94.26,,
700,ASH5944,25L,KPHX,02/19/2017 20:40:00,CRJ9,B20,6,G4,461.35,,
701,ASH5989,25L,KPHX,02/19/2017 20:30:00,CRJ9,B5,6,G4,471.98,,
702,SWA2344,26,KPHX,02/19/2017 20:50:00,B733,C16,13,B8,944.06,,
703,DAL2046,26,KPHX,02/19/2017 18:40:00,B739,17,2,B7,354.3,,
704,AAL1168,26,KPHX,02/19/2017 21:00:00,B738,A11,5,B7,666.21,,
705,SKW254V,26,KPHX,02/19/2017 20:20:00,CRJ7,B1A,6,B8,234.05,,
706,SWA4455,25L,KPHX,02/19/2017 19:45:00,B737,C19,12,G7,670.68,,
707,AAL1597,26,KPHX,02/19/2017 20:45:00,B738,A21,4,B8,311.64,,
708,AAL1712,25L,KPHX,02/19/2017 20:48:00,A321,A29,4,G4,1021.61,,
709,AAL514,26,KPHX,02/19/2017 20:40:00,A319,A6,4,B8,369.0,,
710,SWA2653,25L,KPHX,02/19/2017 17:50:00,B738,C14,13,G5,911.98,,
711,SWA3288,25L,KPHX,02/19/2017 20:45:00,B737,C4,12,G4,1056.66,,
712,DAL899,26,KPHX,02/19/2017 19:20:00,B752,15,2,B11,453.3,,
713,AAL429,26,KPHX,02/19/2017 20:29:00,A321,A26,3,B7,528.68,,
714,AAL1467,26,KPHX,02/19/2017 20:47:00,B738,B14,5,B6,821.98,,
715,AAL628,26,KPHX,02/19/2017 18:00:00,A321,A7,5,B7,656.1,,
716,AAL634,26,KPHX,02/19/2017 20:45:00,A319,A9,5,B8,445.69,,
717,AAL574,26,KPHX,02/19/2017 20:51:00,A320,B10,5,B8,448.11,,
718,SWA2884,26,KPHX,02/19/2017 20:30:00,B737,C13,12,B8,877.5,,
719,AAL500,26,KPHX,02/19/2017 20:49:00,A319,B2,5,B8,476.71,,
720,SWA2498,25R,KPHX,02/19/2017 21:10:00,B737,C8,12,E8,771.05,,
721,SWA3199,25R,KPHX,02/19/2017 21:50:00,B737,C2,12,E8,766.6,,
722,ASA610,26,KPHX,02/19/2017 20:15:00,B739,11,9,B7,1178.87,,
723,SWA3754,25L,KPHX,02/19/2017 20:45:00,B737,D3,10,G4,892.86,,
724,SWA3526,26,KPHX,02/19/2017 21:15:00,B737,C18,13,B8,923.33,,
725,DAL1318,25L,KPHX,02/19/2017 22:10:00,B712,18,1,G4,1053.41,,
726,SWA4507,26,KPHX,02/19/2017 18:35:00,B738,C19,12,B7,1108.64,,
727,SWA4525,26,KPHX,02/19/2017 21:05:00,B737,D7,10,B8,700.53,,
728,AAL711,26,KPHX,02/19/2017 19:40:00,A321,A19,4,B7,652.8,,
729,AAL552,26,KPHX,02/19/2017 20:45:00,A319,A4,4,B8,374.49,,
730,AAL502,26,KPHX,02/19/2017 20:35:00,A320,B12,5,B8,475.57,,
731,ASH5745,25L,KPHX,02/19/2017 21:15:00,CRJ9,B18,6,G4,463.9,,
732,AAL1072,26,KPHX,02/19/2017 18:10:00,B738,B13,6,B7,866.38,,
733,AAL526,26,KPHX,02/19/2017 20:55:00,A319,A8,4,B8,373.13,,
734,AAL1458,26,KPHX,02/19/2017 18:10:00,B738,A23,4,B7,658.03,,
735,AAL601,25L,KPHX,02/19/2017 20:55:00,A319,A17,4,G4,1035.49,,
736,SWA4175,26,KPHX,02/19/2017 22:50:00,B737,D8,11,B8,803.26,,
737,ASH5963,25L,KPHX,02/19/2017 22:30:00,CRJ9,B9,6,G4,470.34,,
738,AAL583,26,KPHX,02/19/2017 20:30:00,A319,B4,5,B8,483.47,,
739,SKW3051,25L,KPHX,02/19/2017 23:05:00,CRJ7,A1,5,G4,494.94,,
740,AAL686,25L,KPHX,02/19/2017 21:15:00,A321,A20,3,G4,1009.59,,
741,AAL462,26,KPHX,02/19/2017 22:00:00,A321,A24,3,B7,630.63,,
742,AAL695,26,KPHX,02/19/2017 18:30:00,A321,A27,4,B6,727.98,,
743,AAL1034,26,KPHX,02/19/2017 20:40:00,B738,A5,5,B8,417.92,,
744,SWA4581,25L,KPHX,02/19/2017 23:00:00,B737,C2,12,G4,1049.0,,
745,AAL644,25L,KPHX,02/19/2017 21:37:00,A319,A9,5,G4,1137.75,,
746,SWA5300,26,KPHX,02/19/2017 20:40:00,B737,D6,11,B10,997.34,,
747,SWA1174,25L,KPHX,02/19/2017 22:30:00,B737,C6,12,G4,1015.14,,
748,SWA4634,25L,KPHX,02/19/2017 23:00:00,B737,C11,12,G4,1022.01,,
749,AAL2581,26,KPHX,02/19/2017 19:05:00,B738,B6,5,B7,742.62,,
750,SKW3050,26,KPHX,02/19/2017 22:30:00,CRJ7,B1A,6,B8,224.96,,
751,SKW2898,26,KPHX,02/19/2017 23:07:00,CRJ7,B3,6,B8,222.06,,
752,SKW3041,26,KPHX,02/19/2017 22:24:00,CRJ7,B16,6,B8,231.86,,
753,DAL2887,26,KPHX,02/19/2017 20:30:00,A320,17,2,B7,370.18,,
754,SWA4457,26,KPHX,02/19/2017 21:00:00,B738,C17,12,B8,820.79,,
755,SWA4380,26,KPHX,02/19/2017 23:45:00,B737,D1,10,B9,634.49,,
756,SWA4712,25L,KPHX,02/19/2017 23:45:00,B737,C9,11,G4,990.57,,
757,FFT755,26,KPHX,02/19/2017 22:56:00,A320,25,2,B7,369.49,,
758,AAL521,26,KPHX,02/19/2017 19:36:00,A321,A22,3,B11,427.05,,
